21:06.1,-0.47325,0,0,21.9609
21:06.2,-0.41935,0.04,0,21.6841
21:06.2,-0.49875,0.08,0,21.5936
21:06.3,-0.39965,0.11,0,21.79
21:06.3,-0.40095,0.15,0,22.3587
21:06.3,-0.32935,0.18,0,21.591
21:06.4,-0.42865,0.21,0,22.103
21:06.4,-0.38075,0.25,0,21.6559
21:06.4,-0.48685,0.28,0,20.959
21:06.5,-0.33345,0.31,0,22.7709
21:06.5,-0.41685,0.35,0,21.8642
21:06.5,-0.44995,0.38,0,21.5098
21:06.5,-0.37975,0.41,0,21.9185
21:06.6,-0.42865,0.44,0,21.6221
21:06.6,-0.39965,0.48,0,21.4326
21:06.6,-0.41275,0.51,0,21.9802
21:06.7,-0.42865,0.54,0,21.7085
21:06.7,-0.37545,0.58,0,21.5662
21:06.7,-0.49465,0.61,0,21.2622
21:06.8,-0.49465,0.64,0,21.0924
21:06.8,-0.30025,0.68,0,21.3297
21:06.8,-0.47755,0.71,0,20.9028
21:06.9,-0.38385,0.74,0,21.2881
21:06.9,-0.37445,0.78,0,21.6931
21:06.9,-0.48685,0.81,0,21.739
21:07.0,-0.53975,0.84,0,20.6695
21:07.0,-0.48285,0.88,0,21.398
21:07.0,-0.31495,0.91,0,20.3417
21:07.1,-0.46585,0.94,0,21.0531
21:07.1,-0.34675,0.97,0,20.2311
21:07.1,-0.42865,1.01,0,21.0218
21:07.2,-0.39965,1.04,0,20.3999
21:07.2,-0.41775,1.07,0,20.8706
21:07.2,-0.45395,1.11,0,20.8862
21:07.3,-0.44855,1.14,0,19.9583
21:07.3,-0.37805,1.17,0,20.4832
21:07.3,-0.43275,1.2,0,20.2314
21:07.4,-0.43275,1.24,0,19.6859
21:07.4,-0.38385,1.27,0,20.0062
21:07.4,-0.46585,1.3,0,20.3906
21:07.5,-0.38385,1.34,0,20.6697
21:07.5,-0.41275,1.37,0,19.8439
21:07.5,-0.42315,1.4,0,19.9476
21:07.6,-0.41685,1.44,0,20.2117
21:07.6,-0.41685,1.47,0,20.0438
21:07.6,-0.43275,1.5,0,20.4631
21:07.7,-0.45745,1.54,0,20.3699
21:07.7,-0.48165,1.57,0,19.8531
21:07.7,-0.41115,1.6,0,19.4052
21:07.8,-0.46585,1.64,0,19.8661
21:07.8,-0.36665,1.67,0,18.7123
21:07.8,-0.51465,1.7,0,19.6869
21:07.9,-0.36385,1.74,0,19.5644
21:07.9,-0.49465,1.77,0,19.0425
21:07.9,-0.33345,1.8,0,19.6864
21:08.0,-0.41685,1.83,0,19.1197
21:08.0,-0.43675,1.87,0,19.2665
21:08.0,-0.53185,1.9,0,18.5066
21:08.1,-0.28855,1.94,0,19.6075
21:08.1,-0.45775,1.97,0,19.2019
21:08.1,-0.20275,2,0,18.9244
21:08.2,-0.69565,2.03,0,19.31
21:08.2,-0.28055,2.07,0,18.678
21:08.2,-0.51055,2.1,0,19.5481
21:08.3,-0.38785,2.13,0,19.5481
21:08.3,-0.44065,2.17,0,19.511
21:08.3,-0.51465,2.2,0,19.8458
21:08.4,-0.48565,2.23,0,20.1395
21:08.4,-0.38625,2.27,0,20.2529
21:08.4,-0.47375,2.3,0,21.0452
21:08.5,-0.46985,2.33,0,20.5096
21:08.5,-0.41535,2.36,0,21.1195
21:08.5,-0.48565,2.4,0,20.8649
21:08.6,-0.39555,2.43,0,20.5359
21:08.6,-0.41125,2.46,0,20.6522
21:08.6,-0.51055,2.5,0,19.9774
21:08.7,-0.39555,2.53,0,20.6233
21:08.7,-0.53185,2.56,0,20.4742
21:08.7,-0.35085,2.6,0,20.1593
21:08.8,-0.20275,2.63,0,19.7969
21:08.8,-0.63805,2.66,0,19.7969
21:08.8,-0.39555,2.69,0,19.8926
21:08.9,-0.36665,2.73,0,20.1348
21:08.9,-0.53585,2.76,0,20.1348
21:08.9,-0.33895,2.79,0,20.8413
21:09.0,-0.44995,2.83,0,20.5783
21:09.0,-0.35485,2.86,0,21.389
21:09.0,-0.53185,2.89,0,19.9127
21:09.1,-0.38785,2.92,0,21.1844
21:09.1,-0.42085,2.96,0,20.8571
21:09.1,-0.33505,2.99,0,20.3237
21:09.2,-0.42865,3.02,0,20.1897
21:09.2,-0.44855,3.06,0,21.2416
21:09.2,-0.44575,3.09,0,20.4949
21:09.3,-0.31775,3.12,0,20.7696
21:09.3,-0.49325,3.16,0,19.7853
21:09.3,-0.41685,3.19,0,20.7723
21:09.4,-0.35485,3.22,0,20.072
21:09.4,-0.42865,3.25,0,19.3819
21:09.4,-0.44855,3.29,0,19.5467
21:09.5,-0.42865,3.32,0,19.8065
21:09.5,-0.35085,3.35,0,19.7505
21:09.5,-0.45255,3.39,0,19.8115
21:09.6,-0.38385,3.42,0,19.8194
21:09.6,-0.43485,3.45,0,19.5798
21:09.6,-0.36665,3.49,0,19.6747
21:09.7,-0.44575,3.52,0,19.0416
21:09.7,-0.43275,3.55,0,19.3879
21:09.7,-0.41275,3.59,0,19.4004
21:09.8,-0.41125,3.62,0,19.3296
21:09.8,-0.45395,3.65,0,19.5519
21:09.8,-0.38385,3.68,0,19.744
21:09.9,-0.37975,3.72,0,19.6241
21:09.9,-0.42865,3.75,0,19.5084
21:09.9,-0.38625,3.78,0,19.4136
21:10.0,-0.44435,3.82,0,19.444
21:10.0,-0.38785,3.85,0,19.5229
21:10.0,-0.43275,3.88,0,18.929
21:10.1,-0.43675,3.92,0,19.0712
21:10.1,-0.37975,3.95,0,18.6717
21:10.1,-0.39165,3.98,0,18.8024
21:10.2,-0.51865,4.01,0,18.77
21:10.2,-0.41275,4.05,0,18.222
21:10.2,-0.43275,4.08,0,18.2171
21:10.3,-0.39365,4.11,0,17.7663
21:10.3,-0.48565,4.15,0,17.9056
21:10.3,-0.43675,4.18,0,18.0198
21:10.4,-0.38785,4.21,0,17.3396
21:10.4,-0.51465,4.25,0,17.5081
21:10.4,-0.46985,4.28,0,17.3587
21:10.5,-0.40365,4.31,0,17.0907
21:10.5,-0.36255,4.35,0,17.7751
21:10.5,-0.48165,4.38,0,17.958
21:10.6,-0.38385,4.41,0,17.8903
21:10.6,-0.52255,4.45,0,18.2084
21:10.6,-0.44435,4.48,0,18.7025
21:10.6,-0.42865,4.51,0,18.7677
21:10.7,-0.45255,4.55,0,18.8305
