2024-11-26 17:06:00.698330,0.0,1
2024-11-26 17:06:00.740503,0.04,1
2024-11-26 17:06:00.773624,0.08,1
2024-11-26 17:06:00.806945,0.11,1
2024-11-26 17:06:00.840191,0.14,1
2024-11-26 17:06:00.873428,0.18,1
2024-11-26 17:06:00.906752,0.21,1
2024-11-26 17:06:00.939759,0.24,1
2024-11-26 17:06:00.972605,0.27,1
2024-11-26 17:06:01.005193,0.31,1
2024-11-26 17:06:01.038212,0.34,1
2024-11-26 17:06:01.071277,0.37,1
2024-11-26 17:06:01.103849,0.41,1
2024-11-26 17:06:01.136885,0.44,1
2024-11-26 17:06:01.169773,0.47,1
2024-11-26 17:06:01.202419,0.5,1
2024-11-26 17:06:01.235236,0.54,1
2024-11-26 17:06:01.268088,0.57,1
2024-11-26 17:06:01.300859,0.6,1
2024-11-26 17:06:01.333964,0.64,1
2024-11-26 17:06:01.367322,0.67,1
2024-11-26 17:06:01.400826,0.7,1
2024-11-26 17:06:01.433830,0.74,1
2024-11-26 17:06:01.466517,0.77,0
2024-11-26 17:06:01.499141,0.8,0
2024-11-26 17:06:01.531660,0.83,0
2024-11-26 17:06:01.565119,0.87,0
2024-11-26 17:06:01.598513,0.9,0
2024-11-26 17:06:01.632042,0.93,0
2024-11-26 17:06:01.664653,0.97,0
2024-11-26 17:17:47.465295,0.0,1
2024-11-26 17:17:47.498628,0.03,1
2024-11-26 17:17:47.531871,0.07,1
2024-11-26 17:17:47.565339,0.1,1
2024-11-26 17:17:47.602589,0.14,1
2024-11-26 17:17:47.636510,0.17,1
2024-11-26 17:17:47.669487,0.2,1
2024-11-26 17:17:47.702303,0.24,1
2024-11-26 17:17:47.735692,0.27,1
2024-11-26 17:17:47.768446,0.3,1
2024-11-26 17:17:47.801418,0.34,1
2024-11-26 17:17:47.834693,0.37,1
2024-11-26 17:17:47.867253,0.4,1
2024-11-26 17:17:47.900601,0.44,1
2024-11-26 17:17:47.933986,0.47,1
2024-11-26 17:17:47.967368,0.5,1
2024-11-26 17:17:48.000499,0.54,1
2024-11-26 17:17:48.033144,0.57,1
2024-11-26 17:17:48.066630,0.6,1
2024-11-26 17:17:48.099853,0.63,1
2024-11-26 17:17:48.132777,0.67,1
2024-11-26 17:17:48.165575,0.7,1
2024-11-26 17:17:48.199170,0.73,1
2024-11-26 17:17:48.232161,0.77,1
2024-11-26 17:17:48.265505,0.8,1
2024-11-26 17:17:48.298368,0.83,1
2024-11-26 17:17:48.332683,0.87,1
2024-11-26 17:17:48.366078,0.9,1
2024-11-26 17:17:48.398833,0.93,1
2024-11-26 17:17:48.431398,0.97,1
2024-11-26 17:17:48.464213,1.0,1
2024-11-26 17:17:48.497631,1.03,1
2024-11-26 17:17:48.633531,0.0,1
2024-11-26 17:17:48.667741,0.04,1
2024-11-26 17:17:48.700399,0.07,1
2024-11-26 17:17:48.733886,0.1,1
2024-11-26 17:17:48.769564,0.14,1
2024-11-26 17:17:48.802743,0.17,1
2024-11-26 17:17:48.837648,0.21,0
2024-11-26 17:17:48.870233,0.24,0
2024-11-26 17:17:48.903623,0.27,0
2024-11-26 17:17:48.936359,0.3,0
2024-11-26 17:17:48.969347,0.34,0
2024-11-26 17:17:49.002410,0.37,0
2024-11-26 17:17:49.037147,0.41,0
2024-11-26 17:17:49.070586,0.44,0
2024-11-26 17:17:49.103722,0.47,0
2024-11-26 17:17:49.136549,0.5,0
2024-11-26 17:17:49.169709,0.54,0
2024-11-26 17:17:49.202338,0.57,0
2024-11-26 17:17:49.235862,0.6,0
2024-11-26 17:17:49.268671,0.64,0
2024-11-26 17:17:49.302845,0.67,0
2024-11-26 17:17:49.335673,0.7,0
2024-11-26 17:17:49.368414,0.74,0
2024-11-26 17:17:49.401710,0.77,0
2024-11-26 17:17:49.434756,0.8,0
2024-11-26 17:17:49.467637,0.84,0
2024-11-26 17:17:49.500672,0.87,0
2024-11-26 17:17:49.533444,0.9,0
2024-11-26 17:17:49.566492,0.93,0
2024-11-26 17:17:49.599283,0.97,0
